LSOA11CD,LSOAarea,SUM_service_area,LSOAname,population,per_capita_SA,per_square_meter_SA,location_quotient,Shape_Length,Shape_Area,pop_density
E01009108,307163.1875,14476.85651,Birmingham 127A,1041,13.90668297,0.047130831,0.046880044,3766.905544,307163.199,3389
E01009109,182550.4531,0,Birmingham 123B,1558,0,0,0,3306.911098,182550.4515,8535
E01009110,386134.5,79385.49505,Birmingham 128B,1531,51.8520546,0.205590263,0.174795583,3639.823607,386134.4925,3965
E01009111,260285.2656,0,Birmingham 127B,1510,0,0,0,3510.810066,260285.2624,5801
E01009112,309230.0938,71237.53078,Birmingham 127C,1666,42.75962067,0.230370626,0.144144595,2823.773825,309230.0906,5388
E01009113,500348.75,22919.63825,Birmingham 128C,1410,16.2550621,0.045807324,0.054796539,6963.950381,500348.751,2818
E01009114,266955.625,0,Birmingham 128D,1534,0,0,0,3333.148019,266955.6291,5746
E01009115,338111.7188,0,Birmingham 128E,1438,0,0,0,4177.463571,338111.709,4253
E01009116,1039212.438,468695.9038,Birmingham 127D,1408,332.8806152,0.451010674,1.122155309,5307.655462,1039212.428,1355
E01009117,283253.1563,0,Birmingham 126A,2251,0,0,0,2792.92513,283253.1501,7947
E01009118,258114.8594,1132.705153,Birmingham 127E,1428,0.793210864,0.004388377,0.002673949,3859.286661,258114.8528,5532
E01009119,998352.25,448997.8828,Birmingham 123C,1451,309.4403076,0.44973895,1.043137074,7616.682876,998352.2576,1453
E01009120,370606.7188,54183.19562,Birmingham 123D,1532,35.36762238,0.146201327,0.119225822,4628.726089,370606.7174,4134
E01009121,539483.4375,720761.6122,Birmingham 014A,2373,303.7343445,1.336021781,1.023902059,4809.651424,539483.4139,4399
E01009122,222553.9531,242773.9732,Birmingham 014B,1735,139.9273682,1.090854406,0.471701354,2334.533468,222553.9609,7796
E01009123,561270.25,952543.4326,Birmingham 022A,1562,609.822937,1.697120786,2.055740356,5825.17448,561270.2207,2783
E01009124,161080.7031,372949.449,Birmingham 022B,1754,212.6279602,2.315295696,0.716778338,2021.876184,161080.7095,10889
E01009125,267268.8125,584020.0755,Birmingham 022C,1869,312.4772949,2.185141087,1.053374887,3186.918476,267268.8211,6993
E01009126,268221.4063,587852.3025,Birmingham 026A,1447,406.2559204,2.191668034,1.369506717,2761.422829,268221.3907,5395
E01009127,182443.4531,274979.1519,Birmingham 011A,1600,171.861969,1.507202029,0.579354346,2164.892568,182443.4478,8770
E01009128,192732.2656,231442.4549,Birmingham 011B,1290,179.4127502,1.200849533,0.60480839,2906.009485,192732.2705,6693
E01009129,263925.5625,447420.255,Birmingham 014C,1662,269.2059326,1.695251703,0.907505155,3133.262485,263925.5603,6297
E01009130,215166.8438,287237.2721,Birmingham 011C,1512,189.9717407,1.334951401,0.640403211,3733.157206,215166.8514,7027
E01009131,189587.1406,189587.1439,Birmingham 011D,1452,130.5696564,1,0.440156132,2243.180365,189587.1439,7659
E01009132,254022.3125,396415.1376,Birmingham 014D,1665,238.0871735,1.560552478,0.80260247,3392.561727,254022.305,6555
E01009133,194906.9063,260048.3246,Birmingham 011E,1513,171.8759613,1.334218144,0.579401493,2764.949794,194906.9132,7763
E01009134,272069,272068.9884,Birmingham 011F,1599,170.1494598,0.99999994,0.573581398,3241.058718,272068.9884,5877
E01009135,458990.6875,489672.6189,Birmingham 010A,1382,354.3217163,1.06684649,1.194434285,3948.557807,458990.691,3011
E01009136,269709.0938,345637.4974,Birmingham 014E,1706,202.6011047,1.281519651,0.682977378,3558.899803,269709.094,6325
E01009137,237724.2813,263905.5738,Birmingham 011G,1632,161.7068481,1.110133052,0.545120955,2929.109228,237724.2888,6865
E01009138,270763.375,156539.6494,Birmingham 060A,1934,80.94087219,0.578141868,0.272855282,3557.528736,270763.364,7143
E01009139,200495.0625,7558.23854,Birmingham 060B,1633,4.628437519,0.037697878,0.015602669,3646.841351,200495.0686,8145
E01009140,805936.5625,321453.5184,Birmingham 060C,2025,158.7424774,0.398857087,0.535127938,6181.597864,805936.5576,2513
E01009141,282957.3438,0,Birmingham 137A,1803,0,0,0,3325.877037,282957.3304,6372
E01009143,290507.8125,298510.3422,Birmingham 136A,1495,199.6724701,1.027546644,0.673104763,4092.116356,290507.8016,5146
E01009145,352015.25,325718.63,Birmingham 060D,2223,146.5220947,0.925296903,0.493932515,3895.991797,352015.2582,6315
E01009146,220402.9688,0,Birmingham 136B,2484,0,0,0,3009.929501,220402.9668,11270
E01009147,373235.3125,415897.2511,Birmingham 060E,1786,232.8652039,1.114303112,0.784998953,3582.138333,373235.3195,4785
E01009151,108563.7188,4344.354786,Birmingham 053A,2134,2.035780191,0.040016636,0.006862706,1626.541174,108563.717,19657
E01009152,217526.0625,149839.3308,Birmingham 053B,2142,69.95300293,0.688833892,0.235814691,2476.349801,217526.0594,9847
E01009153,600954.375,189068.6238,Birmingham 053C,2227,84.89834595,0.314613938,0.286196113,4397.69541,600954.3483,3706
E01009155,268184.4688,0,Birmingham 125B,1318,0,0,0,2974.175255,268184.4739,4915
E01009157,176829.125,0,Birmingham 125D,1462,0,0,0,2446.87013,176829.123,8268
E01009158,712466.75,31047.72681,Birmingham 129A,1956,15.87307072,0.04357779,0.053508829,5332.836119,712466.7551,2745
E01009159,805025,396855.3371,Birmingham 130A,2195,180.7996979,0.492972672,0.609483838,5398.739998,805024.9949,2727
E01009160,228571.7813,26674.07222,Birmingham 125E,1649,16.17590714,0.116698883,0.054529704,3188.982367,228571.7831,7214
E01009161,264437.8125,0,Birmingham 125F,1417,0,0,0,3506.680535,264437.8154,5359
E01009162,486532.75,325556.6204,Birmingham 124A,1621,200.8368988,0.669136107,0.677030146,4423.755849,486532.7468,3332
E01009163,1542068.125,753274.3503,Birmingham 129B,1801,418.2533875,0.488483191,1.409950733,7244.724524,1542068.109,1168
E01009164,221693.5469,251258.9343,Birmingham 130B,1441,174.3642883,1.133361459,0.587789774,4177.110721,221693.5418,6500
E01009165,342926.4063,394880.5355,Birmingham 129C,1396,282.8657227,1.151502252,0.953552902,3283.686066,342926.391,4071
E01009166,171724.0469,171724.0466,Birmingham 131A,1295,132.6054382,1,0.447018832,3169.184921,171724.0466,7541
E01009167,234259.8594,265445.783,Birmingham 130C,1565,169.6139221,1.133125305,0.571776092,3102.382484,234259.8591,6681
E01009168,245509.4531,245509.4506,Birmingham 131B,1486,165.2149811,1,0.556947052,2800.513753,245509.4506,6053
E01009169,248893.2188,253917.885,Birmingham 129D,1621,156.642746,1.020188093,0.528049648,2682.059729,248893.2184,6513
E01009170,300145.3438,287606.285,Birmingham 131C,1494,192.5075531,0.958223403,0.64895153,2909.655187,300145.3509,4978
E01009171,359253.9063,451416.3762,Birmingham 130D,1558,289.7409363,1.25653851,0.976729572,3911.899891,359253.9141,4337
E01009172,426981.6563,313428.6347,Birmingham 119A,1480,211.7761078,0.734056413,0.713906646,4165.837667,426981.6466,3466
E01009173,228322.8594,209243.0158,Birmingham 119B,1700,123.0841293,0.916434824,0.414922059,2656.53424,228322.8606,7446
E01009174,226925.0156,0,Birmingham 119C,1276,0,0,0,2722.033097,226925.0186,5623
E01009175,274381.5938,513374.0243,Birmingham 104A,1457,352.3500366,1.871022105,1.187787652,3950.25228,274381.5871,5310
E01009176,860941.375,1599421.764,Birmingham 105E,1695,943.6116333,1.857759237,3.180956841,6582.50211,860941.3826,1969
E01009177,150477.2813,451647.2165,Birmingham 104B,1608,280.8751221,3.001431227,0.946842551,2258.387866,150477.2837,10686
E01009178,277069.375,801613.1386,Birmingham 104C,1584,506.0689087,2.893185616,1.705980778,3129.693795,277069.3897,5717
E01009179,354538.75,643197.9705,Birmingham 104D,1715,375.0425415,1.814182401,1.264285088,2867.35686,354538.7523,4837
E01009182,205436.2344,562642.7812,Birmingham 092A,1603,350.9936218,2.738770962,1.183215141,2721.082963,205436.2385,7803
E01009183,725677.0625,1821623.364,Birmingham 088C,1632,1116.190796,2.510239601,3.76272893,5893.826804,725677.091,2249
E01009184,441648.2813,1507771.432,Birmingham 092B,1563,964.6650391,3.413964272,3.251928806,5188.870206,441648.2792,3539
E01009185,445302.25,819511.7882,Birmingham 093A,1653,495.7723999,1.840349555,1.671270847,4686.618177,445302.2481,3712
E01009186,1273449.875,2612207.037,Birmingham 088D,1655,1578.372803,2.051283836,5.320765018,5755.719846,1273449.832,1300
E01009187,321142.8125,770168.9332,Birmingham 092C,1534,502.0657959,2.398213148,1.692486167,3544.134421,321142.8008,4777
E01009188,273935.375,803279.4661,Birmingham 092D,1491,538.7521362,2.932368517,1.81615746,3462.079513,273935.3788,5443
E01009189,230205.4375,502915.0923,Birmingham 104E,1568,320.7366638,2.184636116,1.081217527,3646.069701,230205.4299,6811
E01009192,202228.6563,241081.9694,Birmingham 052B,2775,86.87638855,1.192125678,0.292864174,2352.210494,202228.663,13722
E01009194,344104.1875,344104.1728,Birmingham 051A,3352,102.6563797,0.99999994,0.346059203,3559.064123,344104.1728,9741
E01009195,235245.8594,235245.8598,Birmingham 058A,2799,84.04639435,1,0.283324152,2642.236587,235245.8598,11898
E01009197,235451.3281,288191.008,Birmingham 058C,1783,161.6326447,1.223994017,0.544870853,2642.617118,235451.3283,7573
E01009198,527675.0625,526710.9954,Birmingham 058D,1906,276.3436584,0.998172998,0.931566715,3817.509136,527675.0715,3612
E01009199,595197.125,546000.2704,Birmingham 052D,1501,363.7576599,0.917343616,1.226243258,5003.325281,595197.0989,2522
E01009200,767712.4375,1121006.682,Birmingham 139A,1963,571.0681152,1.460190892,1.925096035,5523.79922,767712.4462,2557
E01009201,881524.25,1005583.522,Birmingham 043A,1866,538.8979492,1.140732646,1.816648841,6952.984072,881524.2728,2117
E01009202,925635.3125,864374.2417,Birmingham 043B,1685,512.9817505,0.933817267,1.729284286,7249.095605,925635.3023,1820
E01009203,922594.875,1530522.123,Birmingham 043C,3174,482.2060852,1.658931971,1.62553823,7973.210156,922594.8895,3440
E01009204,771903.4375,651641.7783,Birmingham 052E,1874,347.7277222,0.844201148,1.172205687,7276.215497,771903.4409,2428
E01009205,429322.4688,210073.783,Birmingham 120A,1416,148.357193,0.489314675,0.500118673,4153.867603,429322.4801,3298
E01009206,351781.6563,406218.5557,Birmingham 120B,1577,257.589447,1.154746294,0.868345499,3965.341188,351781.6609,4483
E01009207,308648.0625,338675.0357,Birmingham 124B,1556,217.6574707,1.097285509,0.733733058,3488.708776,308648.0488,5041
E01009208,281415.3125,121649.2661,Birmingham 124C,1677,72.53981018,0.432276636,0.24453494,3018.130928,281415.304,5959
E01009209,441278.3438,113137.1787,Birmingham 124D,2205,51.30937958,0.256385058,0.172966197,5785.225537,441278.3385,4997
E01009210,292435.7188,10747.69007,Birmingham 126B,1863,5.769022942,0.036752317,0.019447634,5071.778864,292435.709,6371
E01009211,256092.2813,2811.335572,Birmingham 120C,1477,1.903409362,0.010977822,0.006416478,2951.359782,256092.2741,5767
E01009212,333092.9063,997.5453035,Birmingham 126C,1697,0.587828696,0.002994796,0.001981597,4968.900298,333092.9089,5095
E01009213,374548.875,95381.2336,Birmingham 124E,1477,64.5776825,0.254656315,0.217694238,3558.577107,374548.8653,3943
E01009214,406301.5625,165142.0664,Birmingham 126D,1613,102.3819351,0.40645197,0.345134079,3502.696928,406301.5555,3970
E01009215,351523.2813,178951.9275,Birmingham 126E,1755,101.9669113,0.509075582,0.34373498,5070.68479,351523.2887,4993
E01009216,369630.3125,73916.80052,Birmingham 131D,1936,38.18016434,0.199974939,0.128707036,5379.508115,369630.3014,5238
E01009217,254962.1875,0,Birmingham 131E,1624,0,0,0,2488.153298,254962.1873,6370
E01009218,503271.8438,557913.0618,Birmingham 120D,1558,358.0956726,1.108572006,1.20715642,4530.160029,503271.8331,3096
E01009219,261869.6719,261869.6644,Birmingham 120E,1572,166.5837555,1,0.561561227,3049.748275,261869.6644,6003
E01009220,240843.8594,240843.8519,Birmingham 008A,1625,148.2115936,0.99999994,0.499627918,3223.479358,240843.8519,6747
E01009221,362551.2813,393468.0253,Birmingham 007A,1516,259.5435486,1.085275531,0.874932885,4169.053062,362551.2787,4181
E01009222,329156.4375,387121.7832,Birmingham 008B,1535,252.1965942,1.176102757,0.850165963,5263.710508,329156.453,4663
E01009223,878357.25,733883.5091,Birmingham 013A,1551,473.1679688,0.835518241,1.595070243,4480.527156,878357.2467,1766
E01009224,224072.1875,280871.3126,Birmingham 008C,1441,194.9141693,1.253485799,0.657064319,3326.770604,224072.1919,6431
E01009225,453312.375,694833.0593,Birmingham 013B,1661,418.3221436,1.532790899,1.410182476,5483.863559,453312.3603,3664
E01009226,308535,308535.0043,Birmingham 017A,1579,195.3989868,1,0.658698678,3459.835099,308535.0043,5118
E01009227,273269.9688,291724.632,Birmingham 013C,1601,182.2140045,1.067532659,0.614251554,4496.418351,273269.9788,5859
E01009228,243499.1094,251581.954,Birmingham 013D,1608,156.4564362,1.033194542,0.527421594,2861.459485,243499.1114,6604
E01009229,248669.3438,277911.1377,Birmingham 017B,1684,165.030365,1.11759305,0.55632472,3355.748251,248669.344,6772
E01009230,324004.3438,392202.0463,Birmingham 017C,1593,246.2034149,1.210483909,0.829962671,4341.218004,324004.3301,4917
E01009231,370932.6875,621608.191,Birmingham 017D,1934,321.4106445,1.67579782,1.083489537,3294.606721,370932.6795,5214
E01009232,1013577.813,1856769.607,Birmingham 022D,1630,1139.122437,1.831896424,3.840032578,6163.352878,1013577.819,1608
E01009233,274480.3438,511267.0243,Birmingham 008D,1553,329.2124939,1.862672687,1.109789968,2455.495477,274480.3515,5658
E01009234,271726,74024.55707,Birmingham 019A,1572,47.08941269,0.272423536,0.158740506,3252.679361,271726.0155,5785
E01009235,233614.7031,104136.3904,Birmingham 016A,1468,70.93759918,0.445761293,0.23913379,2245.242789,233614.7092,6284
E01009236,259304.5781,76505.69366,Birmingham 019B,1576,48.54421997,0.295041829,0.163644731,3298.330505,259304.5763,6078
E01009237,304350.625,307709.849,Birmingham 024A,1449,212.3601379,1.01103735,0.715875506,3270.829779,304350.6095,4761
E01009238,425445.0313,405032.9682,Birmingham 024B,1284,315.446228,0.952021837,1.063383341,5721.081681,425445.0379,3018
E01009239,2589062.5,2303181.809,Birmingham 033F,1979,1163.810913,0.889581382,3.923258305,8214.84237,2589062.524,764
E01009240,515710.1875,320758.3124,Birmingham 024C,1621,197.8768158,0.621973991,0.667051554,3737.87093,515710.1726,3143
E01009241,408469.75,430382.9579,Birmingham 024D,1775,242.4692688,1.053647041,0.817374706,4104.883262,408469.7625,4345
E01009242,719930.375,777124.9427,Birmingham 024E,1882,412.9250488,1.079444528,1.391988754,4771.558862,719930.3446,2614
E01009243,444468.0313,20542.30933,Birmingham 016B,1584,12.96862984,0.046217743,0.043717828,4221.783122,444468.0308,3564
E01009244,356252.9375,255478.6463,Birmingham 019C,1376,185.6676178,0.717127144,0.625893831,3810.667788,356252.9271,3862
E01009245,264734.3125,0,Birmingham 016C,1300,0,0,0,3537.361247,264734.3199,4911
E01009246,244019.2969,0,Birmingham 016D,1563,0,0,0,2606.530605,244019.3036,6405
E01009247,229907.5469,90240.66227,Birmingham 016E,1546,58.37041473,0.392508477,0.196769267,2190.35636,229907.5521,6724
E01009248,264764.625,261822.7107,Birmingham 019D,1755,149.1867371,0.988888562,0.502915084,3567.880171,264764.6174,6629
E01009249,254680.4219,256611.1563,Birmingham 080A,1561,164.3889465,1.007580996,0.554162502,2852.405473,254680.4249,6129
E01009250,481925.375,517148.2004,Birmingham 080B,1578,327.7238159,1.073087692,1.104771614,3936.416104,481925.3771,3274
E01009251,254862.1875,254862.1912,Birmingham 080C,1513,168.4482422,1,0.567846537,3836.927417,254862.1912,5937
E01009252,375415.9063,517976.9334,Birmingham 073C,1517,341.4482117,1.379741549,1.151037097,3556.507306,375415.8915,4041
E01009253,380359,459236.6339,Birmingham 080D,1522,301.7323608,1.207376838,1.017153144,4936.893469,380358.9976,4001
E01009254,344940.0625,482772.9106,Birmingham 085C,1645,293.4789734,1.399584889,0.989330649,4530.445168,344940.072,4769
E01009255,240108.5469,244978.5009,Birmingham 080E,1538,159.2838135,1.020282269,0.536952794,3536.569483,240108.5491,6405
E01009256,248920.1094,249286.3682,Birmingham 085D,1590,156.7838745,1.0014714,0.528525412,2838.294878,248920.1114,6388
E01009257,235285.0313,235285.0249,Birmingham 080F,1603,146.7779388,1,0.494794935,3716.82335,235285.0249,6813
E01009258,406900.4688,441844.4056,Birmingham 085E,1430,308.9821167,1.085878372,1.04159236,3874.815498,406900.4671,3514
E01009259,699523.3125,410075.0386,Birmingham 094E,1642,249.7411957,0.586220682,0.841888666,5287.910516,699523.3395,2347
E01009260,502879.6875,502879.6962,Birmingham 073D,1499,335.4767761,1,1.130907178,4116.52207,502879.6962,2981
E01009261,354815.1875,420665.9164,Birmingham 073E,1603,262.4241638,1.185591578,0.884643495,3472.429238,354815.1925,4518
E01009262,417623.625,954852.2024,Birmingham 133A,1748,546.2541504,2.286394119,1.841446996,3669.579068,417623.6324,4186
E01009263,316368.875,685610.705,Birmingham 032C,1779,385.3910522,2.167124271,1.299170375,3292.918229,316368.8746,5623
E01009264,167894.2813,365687.9337,Birmingham 032D,1358,269.2841797,2.178084612,0.907769024,3738.586875,167894.2744,8088
E01009265,262310.0625,524620.1311,Birmingham 032E,1845,284.3469543,2,0.958546221,3001.84382,262310.0655,7034
E01009266,189406.7188,331252.4538,Birmingham 034A,1819,182.1069031,1.74889493,0.613890469,2843.738966,189406.7202,9604
E01009267,352379.2188,622583.6211,Birmingham 133B,1752,355.355957,1.766800046,1.19792068,3623.828217,352379.2104,4972
E01009268,184955.5625,242786.1617,Birmingham 036A,1588,152.8880157,1.312672973,0.515392303,2612.729713,184955.5564,8586
E01009269,286507.1875,278582.4491,Birmingham 034B,1668,167.0158539,0.972340167,0.563017905,2997.314538,286507.2016,5822
E01009270,225830.6563,276914.8398,Birmingham 034C,2211,125.2441635,1.226205707,0.42220363,3085.974005,225830.6599,9791
E01009271,128653.1797,129754.269,Birmingham 034D,1656,78.35402679,1.008558631,0.264134914,1906.828812,128653.1822,12872
E01009272,920778.375,561386.7855,Birmingham 036B,1437,390.6658325,0.609687209,1.316951871,5219.469191,920778.3536,1561
E01009273,161339.2813,161339.2782,Birmingham 034E,1674,96.37949371,1,0.324899584,2789.748707,161339.2782,10376
E01009274,304772.5313,378741.2305,Birmingham 036C,2229,169.9153137,1.242701292,0.572792053,3397.740934,304772.546,7314
E01009275,168023.875,168023.8796,Birmingham 039A,1668,100.7337418,1,0.339577913,1796.449824,168023.8796,9927
E01009276,513982.9375,120792.5478,Birmingham 133C,1604,75.3070755,0.235012755,0.253863513,3762.652442,513982.9299,3121
E01009278,446312.5313,1003470.617,Birmingham 133D,1790,560.5980835,2.248358488,1.889801145,3591.171915,446312.5416,4011
E01009279,309793.4375,481979.3594,Birmingham 133E,1522,316.6750183,1.555808783,1.067525506,2851.491841,309793.4447,4913
E01009280,437530.1875,638009.7958,Birmingham 100A,1340,476.126709,1.458207488,1.605044365,4210.551968,437530.2012,3063
E01009281,686367.875,1041199.023,Birmingham 099A,1415,735.8297119,1.516969323,2.480514765,4763.551192,686367.9017,2062
E01009282,401420.8125,723456.4961,Birmingham 100B,1719,420.8589172,1.802239656,1.418734193,5003.634607,401420.8197,4282
E01009283,359714,358674.881,Birmingham 079E,1533,233.9692688,0.997111261,0.788720787,3121.460647,359713.9943,4262
E01009284,662742.375,913286.9488,Birmingham 096A,2819,323.9754944,1.378042221,1.092135787,5924.422701,662742.3438,4254
E01009286,270956.0625,734252.9824,Birmingham 096C,2412,304.4166565,2.709859848,1.026202083,2691.278994,270956.0676,8902
E01009288,478400.375,864119.497,Birmingham 100C,1214,711.7952881,1.806268454,2.399493694,4384.117241,478400.3651,2538
E01009289,142316.5,239239.2687,Birmingham 096E,2338,102.3264618,1.681036711,0.34494707,2432.827575,142316.5057,16428
E01009290,125999.1797,315195.6047,Birmingham 096F,2410,130.7865601,2.501568794,0.440887302,2052.927052,125999.1806,19127
E01009291,338297.4688,556507.9007,Birmingham 095D,1464,380.1283569,1.645025373,1.281429529,3374.40666,338297.4553,4328
E01009292,374726.9688,571580.4306,Birmingham 099B,1635,349.5904846,1.52532506,1.178485036,3390.327052,374726.9643,4363
E01009293,217163.9063,540664.6865,Birmingham 100D,1584,341.3287048,2.489661932,1.150634289,3248.443195,217163.9131,7294
E01009294,779515,1746710.431,Birmingham 099C,1760,992.4490967,2.240765572,3.345590115,5298.829828,779514.9855,2258
E01009295,368601.0313,464918.4322,Birmingham 099D,1825,254.7498322,1.261305332,0.858772993,4063.787645,368601.0157,4951
E01009296,228546.7969,441088.1202,Birmingham 100E,1606,274.6501465,1.929968476,0.925857842,2684.850349,228546.7892,7027
E01009297,747563.0625,612023.3953,Birmingham 057A,1558,392.8263245,0.818691313,1.324234962,5791.093511,747563.0708,2084
E01009298,260420.8281,260420.8325,Birmingham 054D,1599,162.8648071,1,0.549024522,2606.361868,260420.8325,6140
E01009299,261010.3125,261010.3141,Birmingham 057B,1691,154.3526459,1,0.520329595,2635.115278,261010.3141,6479
E01009300,551386.125,680221.6591,Birmingham 057C,1875,362.7848816,1.233657598,1.222964048,5023.702909,551386.1068,3401
E01009301,293604.7188,489769.9184,Birmingham 057D,1618,302.7008057,1.668126822,1.020417929,3320.644541,293604.7189,5511
E01009302,375767.4375,426956.1931,Birmingham 069A,1435,297.5304565,1.136224508,1.002988338,3724.426359,375767.425,3819
E01009303,494875.6875,569052.5435,Birmingham 057E,1491,381.6583252,1.149889827,1.286587119,4829.713565,494875.6726,3013
E01009304,345716.75,348534.1303,Birmingham 046A,1862,187.182663,1.008149385,0.631001115,4139.60484,345716.757,5386
E01009305,328870.6563,352596.4436,Birmingham 045C,1603,219.9603577,1.072143197,0.741496146,3916.590311,328870.6591,4874
E01009306,908436.0625,768557.795,Birmingham 046B,1687,455.5766296,0.846022964,1.535769105,7851.990373,908436.0927,1857
E01009307,336455.8125,447440.5658,Birmingham 045D,1594,280.7030029,1.329864264,0.9462623,4416.101694,336455.8226,4738
E01009308,353839.4375,345285.9134,Birmingham 046C,2067,167.0468903,0.975826561,0.563122511,4094.626407,353839.4325,5842
E01009309,262767.6875,262767.7007,Birmingham 045E,1745,150.5832062,1,0.507622719,3933.062753,262767.7007,6641
E01009310,338510.125,334429.3576,Birmingham 046D,1815,184.258606,0.987944901,0.621143937,4024.5884,338510.1099,5362
E01009311,206851.7031,247198.2449,Birmingham 054E,1696,145.7536774,1.195050597,0.491342157,2431.385831,206851.6954,8199
E01009312,288217.8125,698717.701,Birmingham 072A,1597,437.5189209,2.424269676,1.474895716,3115.68961,288217.8279,5541
E01009313,260543.125,576266.1684,Birmingham 076D,1603,359.4923096,2.211787939,1.211864591,2814.646509,260543.1194,6153
E01009314,292466.9063,584933.7907,Birmingham 069B,1775,329.5401611,1.999999881,1.110894561,3055.049541,292466.8953,6069
E01009315,505856.3438,989755.4424,Birmingham 081A,1594,620.9255981,1.956593871,2.09316802,4648.014613,505856.3565,3151
E01009316,345035.8125,690071.6383,Birmingham 081B,1736,397.5067139,2,1.340012789,4099.96536,345035.8192,5031
E01009317,441984.25,624377.8642,Birmingham 081C,1845,338.4161987,1.412669897,1.140815973,4038.514174,441984.2411,4174
E01009318,712421.8125,451173.1706,Birmingham 081D,1549,291.2673645,0.633295,0.9818753,5352.513546,712421.8094,2174
E01009319,248492.1875,491253.8196,Birmingham 081E,1582,310.5270691,1.976938725,1.046800613,3075.675337,248492.1893,6366
E01009320,625369.375,805345.5631,Birmingham 081F,1563,515.2562866,1.287791848,1.736951828,6403.215562,625369.3805,2499
E01009321,863333.3125,1306211.855,Birmingham 069C,2009,650.1801147,1.512986779,2.191786051,5669.605875,863333.3064,2327
E01009322,677449.6875,1042112.937,Birmingham 069D,1730,602.3774414,1.538288355,2.030641079,6158.82629,677449.7136,2554
E01009323,254327.7344,512630.4317,Birmingham 069E,1622,316.0483398,2.015629292,1.065413117,4675.048909,254327.7369,6378
E01009324,267199.7813,538665.1486,Birmingham 072B,1659,324.692688,2.015964031,1.094553471,3048.518457,267199.7794,6209
E01009325,190335.9688,217121.7375,Birmingham 063A,1885,115.1839447,1.140728831,0.388290197,2024.613027,190335.9646,9904
E01009326,488918.4688,637647.7975,Birmingham 066D,2040,312.5724487,1.304200649,1.053695679,3783.953606,488918.4667,4172
E01009327,124580.8516,234961.8874,Birmingham 139B,1700,138.2128754,1.88601923,0.46592176,2964.769818,124580.8551,13646
E01009328,130397.0391,227256.6498,Birmingham 139C,2379,95.52612305,1.742805243,0.322022825,2760.97325,130397.0395,18244
E01009329,232417.4063,454921.7209,Birmingham 070A,2491,182.6261444,1.95734787,0.615640879,2645.091464,232417.4068,10718
E01009331,168201.0938,325924.7796,Birmingham 139D,2174,149.9194031,1.937709093,0.505384982,2277.343281,168201.0906,12925
E01009332,372771.5313,560476.8731,Birmingham 139E,1771,316.4747925,1.50353992,1.066850662,3163.353257,372771.5325,4751
E01009333,118731.3672,237010.3784,Birmingham 139F,1706,138.927536,1.996190071,0.46833092,1483.364916,118731.3653,14369
E01009334,150412.4375,245362.1938,Birmingham 070B,1827,134.2978668,1.63126266,0.452724069,2217.637393,150412.4398,12147
E01009335,216561.0313,261871.2169,Birmingham 139G,1966,133.2000122,1.209225893,0.449023157,3840.17533,216561.0245,9078
E01009337,152305.25,219788.2548,Birmingham 070C,1942,113.176239,1.443077326,0.381522149,2602.452025,152305.2446,12751
E01009338,479490.5313,702231.0391,Birmingham 070D,1614,435.0873718,1.464535832,1.466698885,4460.39961,479490.5234,3366
E01009339,595764.1875,1113465.927,Birmingham 140A,1580,704.7252808,1.868970871,2.375660181,3710.797015,595764.2043,2652
E01009340,503972.2813,1047033.468,Birmingham 140B,2932,357.1055603,2.077561617,1.203818679,3454.765036,503972.2829,5818
